0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
94.0,5.0,1.75,2510.0,9750.0,1.5,0.0,0.0,3.0,8.0,2510.0,0.0,1969.0,0.0,98052.0,47.6635,-122.149,1900.0,9750.0
165.0,4.0,1.75,2480.0,14782.0,1.0,0.0,3.0,3.0,8.0,1460.0,1020.0,1958.0,0.0,98155.0,47.7646,-122.271,2910.0,10800.0
116.0,3.0,1.0,1590.0,8160.0,1.0,0.0,1.0,3.0,7.0,1090.0,500.0,1954.0,0.0,98198.0,47.4013,-122.321,1540.0,10500.0
88.0,5.0,2.5,2510.0,7525.0,1.5,0.0,0.0,4.0,7.0,1710.0,800.0,1929.0,0.0,98106.0,47.5422,-122.359,1270.0,6741.0
19.0,4.0,3.25,3810.0,8519.0,1.0,0.0,1.0,3.0,10.0,2680.0,1130.0,2007.0,0.0,98033.0,47.699,-122.207,3240.0,10748.0
153.0,4.0,2.5,1900.0,8282.0,1.0,0.0,0.0,3.0,7.0,1900.0,0.0,1968.0,1997.0,98022.0,47.2089,-122.003,1420.0,8350.0
233.0,3.0,1.5,1390.0,11340.0,1.0,0.0,0.0,4.0,7.0,1390.0,0.0,1963.0,0.0,98031.0,47.3984,-122.186,1740.0,11340.0
84.0,4.0,1.5,2993.0,19400.0,2.0,0.0,0.0,4.0,7.0,2233.0,760.0,1921.0,0.0,98166.0,47.4692,-122.365,2060.0,15100.0
94.0,4.0,1.75,2480.0,11010.0,1.0,0.0,0.0,4.0,9.0,1630.0,850.0,1966.0,0.0,98040.0,47.5378,-122.219,2770.0,10744.0
61.0,4.0,1.75,1440.0,13296.0,1.0,0.0,0.0,4.0,8.0,1440.0,0.0,1967.0,0.0,98004.0,47.634,-122.204,3520.0,10802.0
337.0,2.0,1.0,1120.0,12625.0,1.0,0.0,3.0,3.0,7.0,1120.0,0.0,1940.0,0.0,98136.0,47.5397,-122.385,1880.0,6828.0
351.0,4.0,1.75,2090.0,6485.0,1.0,0.0,0.0,3.0,7.0,1280.0,810.0,1956.0,0.0,98178.0,47.4958,-122.265,2190.0,9600.0
6.0,3.0,2.5,1750.0,3354.0,2.0,0.0,0.0,4.0,7.0,1750.0,0.0,1991.0,0.0,98033.0,47.6953,-122.199,1750.0,4286.0
85.0,4.0,2.25,2130.0,10650.0,2.0,0.0,0.0,4.0,8.0,2130.0,0.0,1977.0,0.0,98006.0,47.5567,-122.159,3380.0,10050.0
346.0,4.0,3.0,2483.0,5701.0,2.0,0.0,0.0,3.0,8.0,2483.0,0.0,2005.0,0.0,98030.0,47.3623,-122.199,2075.0,5720.0
290.0,3.0,1.75,1410.0,7700.0,1.0,0.0,0.0,4.0,7.0,1410.0,0.0,1967.0,0.0,98056.0,47.5375,-122.176,1560.0,7700.0
318.0,4.0,1.0,1410.0,7693.0,1.5,0.0,0.0,4.0,7.0,1410.0,0.0,1953.0,0.0,98133.0,47.7604,-122.331,1330.0,8395.0
12.0,4.0,2.5,3040.0,24123.0,2.0,0.0,0.0,3.0,8.0,3040.0,0.0,1999.0,0.0,98092.0,47.2667,-122.216,2420.0,10026.0
160.0,3.0,2.5,2810.0,4607.0,2.0,0.0,0.0,3.0,8.0,2810.0,0.0,2004.0,0.0,98011.0,47.7735,-122.227,2540.0,4871.0
172.0,4.0,2.5,2760.0,5750.0,2.0,0.0,0.0,3.0,8.0,2760.0,0.0,1993.0,0.0,98112.0,47.627,-122.303,2760.0,5390.0
272.0,4.0,2.5,4940.0,10037.0,1.0,0.0,4.0,3.0,9.0,3450.0,1490.0,1953.0,0.0,98178.0,47.5095,-122.247,2430.0,9272.0
346.0,3.0,2.0,1380.0,5000.0,1.5,0.0,0.0,4.0,7.0,1380.0,0.0,1917.0,0.0,98117.0,47.6807,-122.369,1350.0,5000.0
18.0,3.0,2.5,3050.0,158558.0,1.0,0.0,0.0,4.0,9.0,3050.0,0.0,1987.0,0.0,98055.0,47.4326,-122.208,2960.0,31050.0
120.0,3.0,1.0,1040.0,4480.0,1.0,0.0,0.0,3.0,7.0,870.0,170.0,1924.0,0.0,98109.0,47.6461,-122.356,1730.0,4200.0
49.0,5.0,4.0,3366.0,7800.0,2.5,0.0,2.0,3.0,8.0,2966.0,400.0,1937.0,0.0,98199.0,47.6466,-122.391,2340.0,6000.0
327.0,5.0,1.75,1730.0,10368.0,1.0,0.0,0.0,5.0,7.0,1010.0,720.0,1963.0,0.0,98059.0,47.5008,-122.162,1730.0,7728.0
75.0,3.0,2.25,1740.0,9672.0,1.0,0.0,0.0,4.0,7.0,1110.0,630.0,1963.0,0.0,98031.0,47.4149,-122.181,1640.0,9600.0
263.0,4.0,2.5,2410.0,6440.0,1.0,0.0,0.0,3.0,8.0,1550.0,860.0,1974.0,0.0,98034.0,47.7153,-122.191,2330.0,6938.0
12.0,3.0,2.5,2090.0,7640.0,1.0,0.0,0.0,3.0,7.0,1360.0,730.0,1962.0,2014.0,98133.0,47.7369,-122.338,2090.0,7668.0
38.0,3.0,1.0,1590.0,13000.0,1.5,0.0,0.0,3.0,6.0,1590.0,0.0,1944.0,0.0,98166.0,47.4789,-122.346,1460.0,8400.0
257.0,4.0,1.0,1460.0,3840.0,1.5,0.0,0.0,3.0,8.0,1340.0,120.0,1928.0,0.0,98106.0,47.533,-122.347,990.0,4200.0
186.0,2.0,1.0,1430.0,7819.0,1.0,0.0,0.0,3.0,7.0,1110.0,320.0,1944.0,0.0,98125.0,47.7307,-122.302,1380.0,7473.0
303.0,2.0,2.5,1320.0,1957.0,1.0,0.0,0.0,3.0,8.0,660.0,660.0,2004.0,0.0,98106.0,47.5364,-122.365,1420.0,2198.0
20.0,3.0,1.5,1660.0,4800.0,2.0,0.0,0.0,3.0,8.0,1660.0,0.0,1907.0,0.0,98119.0,47.6352,-122.358,1690.0,4000.0
13.0,4.0,2.5,3200.0,7535.0,2.0,0.0,0.0,3.0,9.0,3200.0,0.0,2006.0,0.0,98105.0,47.666,-122.276,1650.0,6850.0
332.0,4.0,2.5,2750.0,13950.0,1.0,0.0,3.0,4.0,8.0,1380.0,1370.0,1948.0,0.0,98146.0,47.4938,-122.364,2460.0,13950.0
102.0,1.0,1.0,1180.0,4000.0,1.5,0.0,2.0,4.0,8.0,840.0,340.0,1910.0,0.0,98118.0,47.5561,-122.266,1420.0,4000.0
20.0,4.0,2.5,2052.0,3723.0,2.0,0.0,0.0,3.0,8.0,2052.0,0.0,2014.0,0.0,98003.0,47.2824,-122.295,2052.0,5250.0
333.0,3.0,2.5,2530.0,7000.0,2.5,0.0,4.0,3.0,9.0,2530.0,0.0,1915.0,1999.0,98136.0,47.5465,-122.398,2380.0,7000.0
360.0,3.0,1.0,1060.0,20040.0,1.0,0.0,0.0,3.0,6.0,1060.0,0.0,1943.0,0.0,98034.0,47.7281,-122.235,1768.0,10800.0
158.0,5.0,2.25,2070.0,10488.0,1.0,0.0,0.0,4.0,7.0,1080.0,990.0,1958.0,0.0,98008.0,47.6095,-122.122,1740.0,9225.0
125.0,4.0,2.5,2440.0,7093.0,2.0,0.0,0.0,3.0,7.0,2440.0,0.0,1999.0,0.0,98030.0,47.3817,-122.204,1860.0,6072.0
123.0,3.0,1.0,1020.0,6120.0,1.0,0.0,0.0,3.0,7.0,1020.0,0.0,1941.0,0.0,98115.0,47.6787,-122.285,2370.0,6695.0
204.0,3.0,2.75,2030.0,7700.0,1.0,0.0,0.0,5.0,8.0,1400.0,630.0,1965.0,0.0,98008.0,47.626,-122.112,1780.0,8160.0
360.0,3.0,2.25,2260.0,17114.0,2.0,0.0,0.0,3.0,7.0,2260.0,0.0,1990.0,0.0,98155.0,47.7537,-122.296,2360.0,14893.0
66.0,6.0,3.5,3000.0,8401.0,1.0,0.0,0.0,3.0,8.0,1500.0,1500.0,1979.0,0.0,98125.0,47.7226,-122.299,1400.0,8403.0
345.0,5.0,3.0,2670.0,11761.0,1.0,0.0,0.0,3.0,7.0,1370.0,1300.0,1981.0,0.0,98052.0,47.6895,-122.129,2580.0,10703.0
103.0,4.0,1.0,1150.0,6000.0,1.5,0.0,0.0,3.0,6.0,1150.0,0.0,1907.0,0.0,98118.0,47.562,-122.283,840.0,3030.0
212.0,5.0,2.75,2770.0,6116.0,1.0,0.0,0.0,3.0,7.0,1490.0,1280.0,1979.0,0.0,98168.0,47.4847,-122.291,1920.0,6486.0
330.0,4.0,1.5,1790.0,4080.0,1.5,0.0,0.0,5.0,7.0,1790.0,0.0,1928.0,0.0,98144.0,47.5749,-122.291,1710.0,4080.0
167.0,3.0,2.25,2100.0,14027.0,2.0,0.0,0.0,3.0,8.0,2100.0,0.0,1979.0,0.0,98042.0,47.3833,-122.1,2730.0,5999.0
139.0,3.0,2.5,2630.0,10131.0,2.0,0.0,0.0,3.0,9.0,2630.0,0.0,1989.0,0.0,98028.0,47.7695,-122.259,2800.0,10123.0
108.0,4.0,2.0,2240.0,11040.0,1.0,0.0,0.0,5.0,8.0,1120.0,1120.0,1961.0,0.0,98033.0,47.693,-122.168,1790.0,11040.0
110.0,3.0,2.5,3370.0,6550.0,2.0,0.0,2.0,4.0,8.0,2840.0,530.0,1912.0,2001.0,98126.0,47.5442,-122.38,1500.0,6550.0
3.0,6.0,2.75,3200.0,9200.0,1.0,0.0,2.0,4.0,8.0,1600.0,1600.0,1953.0,0.0,98146.0,47.492,-122.364,2220.0,9500.0
311.0,3.0,2.25,1500.0,2692.0,2.0,0.0,0.0,3.0,7.0,1500.0,0.0,1986.0,0.0,98034.0,47.7159,-122.203,1470.0,2418.0
98.0,2.0,1.0,1040.0,13920.0,1.0,0.0,0.0,3.0,6.0,1040.0,0.0,1973.0,0.0,98198.0,47.3756,-122.306,1100.0,7575.0
20.0,1.0,1.0,550.0,1279.0,2.0,0.0,0.0,3.0,7.0,550.0,0.0,2008.0,0.0,98122.0,47.616,-122.314,1460.0,1385.0
200.0,5.0,3.25,4115.0,7910.0,2.0,0.0,0.0,3.0,9.0,4115.0,0.0,2014.0,0.0,98053.0,47.6847,-122.016,3950.0,6765.0
49.0,3.0,2.5,1820.0,8085.0,2.0,0.0,0.0,3.0,7.0,1820.0,0.0,1983.0,0.0,98055.0,47.4575,-122.204,1860.0,8625.0
137.0,3.0,1.0,1190.0,9199.0,1.0,0.0,0.0,3.0,7.0,1190.0,0.0,1955.0,0.0,98148.0,47.4258,-122.322,1190.0,9364.0
359.0,1.0,1.5,1100.0,3451.0,1.5,0.0,0.0,4.0,8.0,1100.0,0.0,1978.0,0.0,98198.0,47.3829,-122.322,1400.0,4560.0
277.0,4.0,2.0,1210.0,4250.0,1.0,0.0,0.0,4.0,7.0,1210.0,0.0,1941.0,0.0,98108.0,47.5275,-122.321,1210.0,6000.0
90.0,3.0,2.25,2220.0,9800.0,2.0,0.0,0.0,3.0,8.0,2220.0,0.0,1987.0,0.0,98155.0,47.7635,-122.286,2420.0,10232.0
27.0,4.0,1.75,1700.0,7800.0,1.0,0.0,0.0,5.0,7.0,1120.0,580.0,1981.0,0.0,98059.0,47.4801,-122.158,1560.0,7800.0
8.0,5.0,2.75,3060.0,7015.0,1.0,0.0,0.0,5.0,8.0,1600.0,1460.0,1979.0,0.0,98146.0,47.5052,-122.372,2190.0,7600.0
313.0,4.0,1.75,1620.0,10530.0,1.0,0.0,0.0,3.0,7.0,1620.0,0.0,1968.0,0.0,98030.0,47.3808,-122.211,1890.0,9975.0
201.0,3.0,2.5,1930.0,6180.0,1.0,0.0,0.0,3.0,7.0,1330.0,600.0,1961.0,0.0,98155.0,47.7481,-122.327,1940.0,6180.0
139.0,5.0,3.0,2520.0,5500.0,1.0,0.0,0.0,3.0,8.0,1550.0,970.0,2004.0,0.0,98178.0,47.4938,-122.255,1700.0,8000.0
4.0,4.0,3.25,3760.0,10920.0,1.5,0.0,0.0,5.0,9.0,2400.0,1360.0,1950.0,0.0,98105.0,47.6687,-122.264,3430.0,11050.0
298.0,4.0,3.0,2740.0,10925.0,1.0,0.0,0.0,3.0,8.0,1670.0,1070.0,1980.0,0.0,98058.0,47.4538,-122.125,2330.0,9940.0
144.0,2.0,1.0,1000.0,5120.0,1.0,0.0,0.0,3.0,6.0,1000.0,0.0,1902.0,0.0,98122.0,47.6088,-122.307,1940.0,4300.0
116.0,3.0,1.5,1550.0,5034.0,2.0,0.0,0.0,4.0,7.0,1550.0,0.0,1922.0,0.0,98177.0,47.7072,-122.36,1820.0,7200.0
351.0,2.0,1.0,750.0,5217.0,1.0,0.0,0.0,4.0,6.0,750.0,0.0,1943.0,0.0,98106.0,47.5188,-122.353,760.0,4440.0
18.0,2.0,1.0,870.0,5340.0,1.5,0.0,0.0,2.0,6.0,870.0,0.0,1906.0,0.0,98144.0,47.5849,-122.302,1190.0,4440.0
340.0,5.0,1.0,1420.0,6250.0,1.5,0.0,0.0,4.0,8.0,1420.0,0.0,1926.0,0.0,98116.0,47.5807,-122.389,1420.0,6250.0
355.0,3.0,2.5,2810.0,6300.0,2.0,0.0,0.0,3.0,8.0,2810.0,0.0,2001.0,0.0,98074.0,47.6077,-122.02,2860.0,6630.0
77.0,3.0,3.0,2100.0,2409.0,2.0,0.0,0.0,3.0,8.0,1660.0,440.0,2008.0,0.0,98144.0,47.5973,-122.298,1900.0,2400.0
344.0,2.0,1.0,950.0,4000.0,1.0,0.0,0.0,3.0,6.0,950.0,0.0,1910.0,0.0,98144.0,47.5728,-122.312,1480.0,4000.0
66.0,4.0,2.25,1995.0,7102.0,2.0,0.0,0.0,4.0,8.0,1995.0,0.0,1981.0,0.0,98023.0,47.2986,-122.37,1880.0,7950.0
26.0,3.0,1.0,800.0,2296.0,1.0,0.0,0.0,4.0,6.0,800.0,0.0,1908.0,0.0,98103.0,47.6546,-122.356,1480.0,1472.0
49.0,4.0,3.0,1630.0,7626.0,1.0,0.0,0.0,5.0,7.0,1110.0,520.0,1990.0,0.0,98125.0,47.7168,-122.308,1630.0,8082.0
348.0,4.0,2.5,3170.0,5100.0,2.0,0.0,0.0,3.0,9.0,3170.0,0.0,2012.0,0.0,98056.0,47.5187,-122.208,1580.0,5100.0
186.0,4.0,1.75,2100.0,4400.0,1.5,0.0,0.0,5.0,7.0,1720.0,380.0,1924.0,0.0,98118.0,47.5299,-122.266,1850.0,4400.0
131.0,5.0,4.5,3732.0,4426.0,2.5,0.0,0.0,3.0,10.0,2932.0,800.0,2001.0,0.0,98112.0,47.6189,-122.288,2950.0,4000.0
180.0,3.0,1.0,1490.0,57381.0,1.5,0.0,0.0,4.0,5.0,1490.0,0.0,1932.0,0.0,98092.0,47.2597,-122.228,1580.0,101529.0
14.0,3.0,2.5,2720.0,6439.0,2.0,0.0,0.0,3.0,9.0,2720.0,0.0,2005.0,0.0,98065.0,47.5422,-121.86,3180.0,7320.0
228.0,4.0,2.0,1980.0,10051.0,1.0,0.0,0.0,3.0,7.0,1980.0,0.0,1969.0,2003.0,98092.0,47.3231,-122.103,1520.0,10125.0
84.0,2.0,1.0,700.0,13500.0,1.0,0.0,0.0,3.0,4.0,700.0,0.0,1920.0,0.0,98031.0,47.3882,-122.208,1600.0,10124.0
55.0,3.0,1.75,1570.0,15330.0,1.0,0.0,0.0,3.0,7.0,1080.0,490.0,1956.0,0.0,98166.0,47.4608,-122.34,1250.0,13330.0
173.0,5.0,1.0,2340.0,4730.0,2.0,0.0,0.0,3.0,8.0,1810.0,530.0,1918.0,0.0,98116.0,47.5895,-122.385,2100.0,4970.0
46.0,3.0,2.75,2500.0,5568.0,2.0,0.0,0.0,5.0,9.0,2500.0,0.0,1905.0,0.0,98112.0,47.6258,-122.312,2810.0,5568.0
33.0,3.0,3.25,1540.0,1487.0,2.0,0.0,0.0,3.0,8.0,1540.0,0.0,2011.0,0.0,98027.0,47.5397,-122.027,1620.0,1104.0
143.0,3.0,1.0,1400.0,9460.0,1.0,0.0,0.0,3.0,7.0,1060.0,340.0,1961.0,0.0,98168.0,47.5119,-122.321,1570.0,7700.0
45.0,4.0,2.5,2050.0,6360.0,2.0,0.0,0.0,3.0,8.0,2050.0,0.0,1988.0,0.0,98029.0,47.5641,-122.011,2070.0,7541.0
270.0,4.0,1.75,2340.0,17541.0,1.0,0.0,0.0,4.0,7.0,1360.0,980.0,1956.0,0.0,98028.0,47.745,-122.229,2250.0,9212.0
256.0,3.0,2.25,1530.0,12000.0,1.0,0.0,0.0,3.0,7.0,1070.0,460.0,1979.0,0.0,98023.0,47.2715,-122.338,2140.0,13636.0
14.0,5.0,3.25,3690.0,12353.0,2.0,0.0,0.0,5.0,9.0,3690.0,0.0,1977.0,0.0,98155.0,47.7672,-122.292,2290.0,9082.0
309.0,3.0,2.75,2000.0,7200.0,1.0,0.0,0.0,3.0,7.0,1000.0,1000.0,1954.0,2014.0,98166.0,47.4531,-122.352,1440.0,7200.0
55.0,4.0,1.75,1530.0,17664.0,1.5,0.0,0.0,3.0,7.0,1530.0,0.0,1968.0,0.0,98058.0,47.4549,-122.155,1530.0,11625.0
119.0,3.0,1.75,1690.0,53578.0,1.0,0.0,0.0,3.0,8.0,1690.0,0.0,1984.0,0.0,98053.0,47.6546,-122.049,2290.0,52707.0
327.0,3.0,1.5,1590.0,21600.0,1.5,0.0,0.0,4.0,7.0,1590.0,0.0,1971.0,0.0,98022.0,47.2159,-121.966,1780.0,21600.0
341.0,3.0,2.5,1400.0,7629.0,1.0,0.0,0.0,3.0,7.0,1120.0,280.0,1988.0,0.0,98030.0,47.3788,-122.179,1530.0,7688.0
90.0,3.0,2.5,2060.0,4200.0,2.0,0.0,0.0,3.0,8.0,2060.0,0.0,2014.0,0.0,98038.0,47.3706,-122.017,2370.0,4200.0
84.0,3.0,2.5,2497.0,4400.0,2.0,0.0,0.0,3.0,8.0,2497.0,0.0,2007.0,0.0,98001.0,47.2873,-122.283,2434.0,4400.0
323.0,2.0,1.0,840.0,863.0,3.0,0.0,0.0,3.0,8.0,840.0,0.0,2008.0,0.0,98103.0,47.6974,-122.349,1110.0,1190.0
365.0,3.0,2.5,2450.0,3582.0,2.0,0.0,0.0,3.0,9.0,2450.0,0.0,2008.0,0.0,98072.0,47.7749,-122.159,2490.0,5449.0
332.0,4.0,2.0,2350.0,4815.0,1.5,0.0,0.0,4.0,7.0,1450.0,900.0,1914.0,0.0,98103.0,47.6681,-122.338,1640.0,4013.0
289.0,3.0,2.25,2720.0,54450.0,2.0,0.0,0.0,3.0,11.0,2720.0,0.0,1997.0,0.0,98027.0,47.5473,-122.092,3170.0,60548.0
233.0,3.0,1.0,1710.0,6195.0,1.0,0.0,0.0,3.0,7.0,1410.0,300.0,1946.0,0.0,98105.0,47.6706,-122.265,1610.0,6195.0
52.0,3.0,2.5,2190.0,11394.0,1.0,0.0,0.0,3.0,8.0,1550.0,640.0,1956.0,0.0,98199.0,47.6685,-122.409,2190.0,9540.0
123.0,3.0,2.5,1320.0,2614.0,2.0,0.0,0.0,3.0,7.0,1320.0,0.0,2005.0,0.0,98118.0,47.5355,-122.283,1320.0,2533.0
219.0,3.0,2.5,2290.0,5089.0,2.0,0.0,0.0,3.0,9.0,2290.0,0.0,2001.0,0.0,98006.0,47.5443,-122.172,2290.0,7984.0
200.0,2.0,1.0,1250.0,4558.0,1.0,0.0,0.0,3.0,7.0,1250.0,0.0,1948.0,0.0,98126.0,47.5318,-122.379,1180.0,4494.0
95.0,2.0,1.0,960.0,6700.0,1.0,0.0,0.0,3.0,7.0,960.0,0.0,1951.0,0.0,98103.0,47.6955,-122.357,1350.0,6700.0
228.0,2.0,1.0,900.0,57063.0,1.0,0.0,0.0,4.0,6.0,900.0,0.0,1938.0,0.0,98045.0,47.4735,-121.786,1440.0,268765.0
358.0,2.0,2.5,1570.0,2399.0,2.0,0.0,0.0,3.0,7.0,1180.0,390.0,2009.0,0.0,98106.0,47.5488,-122.364,1590.0,2306.0
324.0,4.0,1.0,1560.0,7980.0,1.0,0.0,0.0,4.0,7.0,1170.0,390.0,1939.0,0.0,98146.0,47.5093,-122.387,1570.0,7980.0
256.0,3.0,2.25,2940.0,6500.0,3.0,0.0,0.0,3.0,9.0,2940.0,0.0,2014.0,0.0,98136.0,47.5482,-122.388,1680.0,6500.0
228.0,6.0,3.0,2530.0,9000.0,1.0,0.0,0.0,3.0,6.0,2530.0,0.0,1978.0,0.0,98033.0,47.6716,-122.199,1886.0,6000.0
143.0,3.0,2.5,1950.0,9618.0,2.0,0.0,0.0,3.0,7.0,1950.0,0.0,1992.0,0.0,98031.0,47.4068,-122.18,1890.0,7133.0
47.0,3.0,3.5,1360.0,1419.0,2.0,0.0,0.0,3.0,8.0,1040.0,320.0,2007.0,0.0,98107.0,47.6697,-122.371,1560.0,1977.0
39.0,6.0,3.75,2930.0,14980.0,2.0,0.0,3.0,3.0,9.0,2930.0,0.0,2013.0,0.0,98006.0,47.5441,-122.117,3210.0,10787.0
347.0,4.0,3.5,3930.0,43560.0,2.0,0.0,0.0,3.0,10.0,3930.0,0.0,2003.0,0.0,98072.0,47.7497,-122.121,2860.0,36460.0
80.0,4.0,2.25,2720.0,8712.0,2.0,0.0,0.0,4.0,9.0,2720.0,0.0,1976.0,0.0,98006.0,47.5616,-122.153,2470.0,8714.0
223.0,3.0,1.5,1890.0,7650.0,1.0,0.0,0.0,5.0,7.0,1890.0,0.0,1966.0,0.0,98003.0,47.3454,-122.314,1510.0,7560.0
11.0,3.0,3.25,3190.0,5283.0,2.0,0.0,0.0,3.0,9.0,3190.0,0.0,2007.0,0.0,98029.0,47.5534,-122.002,2950.0,5198.0
324.0,4.0,1.0,1100.0,7110.0,1.0,0.0,0.0,4.0,7.0,880.0,220.0,1907.0,0.0,98030.0,47.3858,-122.227,1150.0,7110.0
104.0,4.0,2.5,2650.0,25248.0,1.0,0.0,2.0,3.0,9.0,2330.0,320.0,1954.0,0.0,98177.0,47.7537,-122.373,3020.0,23135.0
124.0,2.0,1.0,930.0,5368.0,1.0,0.0,0.0,4.0,7.0,930.0,0.0,1953.0,0.0,98115.0,47.6952,-122.275,1770.0,6000.0
42.0,3.0,1.75,1500.0,8173.0,1.0,0.0,0.0,3.0,7.0,1500.0,0.0,1997.0,0.0,98034.0,47.7293,-122.227,1970.0,8173.0
96.0,3.0,1.0,1280.0,5100.0,1.0,0.0,0.0,3.0,7.0,1280.0,0.0,1948.0,0.0,98126.0,47.5259,-122.38,1380.0,7140.0
351.0,4.0,2.5,3710.0,7491.0,2.0,0.0,0.0,3.0,9.0,3710.0,0.0,2003.0,0.0,98029.0,47.5596,-122.016,3040.0,7491.0
103.0,4.0,2.5,3070.0,8250.0,1.0,0.0,0.0,5.0,8.0,2100.0,970.0,1958.0,0.0,98005.0,47.5935,-122.172,2270.0,8800.0
194.0,4.0,2.5,3130.0,10860.0,2.0,0.0,0.0,3.0,10.0,3130.0,0.0,1990.0,0.0,98075.0,47.56,-122.04,3130.0,10860.0
296.0,4.0,1.5,3160.0,19745.0,1.5,0.0,0.0,4.0,6.0,1840.0,1320.0,1968.0,0.0,98010.0,47.3103,-122.006,1540.0,8611.0
40.0,3.0,2.5,2456.0,7566.0,2.0,0.0,0.0,3.0,8.0,2456.0,0.0,2012.0,0.0,98023.0,47.297,-122.351,2478.0,7212.0
